16,switzerland,ukraine,2
16,spain,ireland,4
8,switzerland,spain,1
16,england,romania,1
16,portugal,italy,1
8,england,portugal,3
4,switzerland,england,-2
16,germany,belgium,1
16,turkey,france,-1
8,germany,france,-1
16,poland,slovakia,1
