a1,france,7,2
a2,switzerland,5,1
c1,germany,7,4
c2,ukraine,4,-1
b1,england,9,6
b2,slovakia,4,0
e1,belgium,7,2
e2,italy,6,2
d1,spain,9,3
d2,turkey,2,-1
f1,portugal,9,6
f2,austria,6,3
c3,poland,4,-1
a3,romania,3,0
d3,czechia,2,-1
e3,ireland,2,-2
