a1,switzerland,7,3
a2,france,5,1
c1,germany,7,4
c2,ukraine,4,-1
b1,england,5,3
b2,slovakia,5,2
e1,belgium,7,2
e2,ireland,5,1
d1,spain,9,3
d2,czechia,4,1
f1,portugal,9,6
f2,austria,6,3
a3,romania,4,1
e3,italy,4,0
c3,poland,4,-1
f3,hungary,3,-4
